author_name,author_desc,tweet,language
Ali Schuh,Apex Lacrosse,"RT @SavageHumor: idc, Apple could never ever top the iconic iOS 7 update https://t.co/mE6UPFJyhq",en
Pete Needham,"RCN rtd ex conservative
Went lib when cons went goosestep after USSR collapse.
Censorship should be a crime...along with 'moderators'; who are censors.",@Bill_Owen @AnnCoulter Probably true. Coulter's Adam's Apple is more prominent than any of the male hosts on Fox News.,en
Gym Life,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that u are a health enthusiast, so I invite u to try my iOS app, it's called ""mytraining"" on Apple https://t.co/qwSlBqszqN",en
Apple TV Top News,"Follow us for the top Apple TV news, curated by the Twitter community.","Twitter Comes to Xbox One, Apple TV and Amazon Fire TV - https://t.co/oAc3FCxFrn https://t.co/29nzZUa1FH via @thurrott",en
Lun Esex,"Not only is this the real Lun Esex Twitter account, this is also simultaneously the parody Lun Esex Twitter account. :)
He/him",@ThadIsNotFood Devices of similar specs cost similar amounts. Apple just doesn't do bargain bin h/w that needs frequent replacement.,en
Henze Jorgan,Google reader alternative / replacement but much simpler.,"Twitter to launch app on Apple TV, others to stream NFL - Tulsa World https://t.co/lWrxgSfvMp",en
Jim Chatelain,,"Dear Emily Peck, not all plans qualify for sexist! You Progressive Twit!! #progressivesareidiots #stayawayfromthenet https://t.co/WguBPNQSpy",en
Rich Tehrani,"CEO TMC, Global Media leader with focus on Communications, technology, wireless, broadband, cloud, VoIP, fax, video, UC, servers, software & security","Japan report shows Apple, Google hinder app competition: Nikkei https://t.co/uzvO5ayyOK",de
logan troxell,the good days are upon us,"""is that an apple on ur floor""
""I have two apples on the floor actually""",en
Norman Albert Goldie,"journalist, jounalista, writer, cook & exec chef","RT @jilevin: Not All Trump Hotels Provide Paid Maternity Leave, Despite Ivanka Trump's Claim https://t.co/cOfTfzyVyr",en
Ernie Varitimos,Am I a journalist? I would say more of a columnist nostalgic for traditional journalistic values,Apple's iPhone 7 Chip Orders Are Higher Than Expected: Chip orders placed by Apple for the iPh... https://t.co/tQV2soCPCF #appleinvestor,en
Gym Trainer,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that u are a fitness lover, so I suggest you to see my iOS app, it's called ""my training"" on apple store https://t.co/YkgKyVVnaD",en
Jeffrey Dean,,Apple iOS 10 with New Features Rolls Out September 13 https://t.co/jVKekXFp3W,en
CRUNCH THE APPLE,The best of #Apple - 24/7/365 More news right here: http://econews.ek.la,Apple's iPhone 7 Chip Orders Are Higher Than Expected: Chip orders placed by Apple for the iPhone 7 are highe... https://t.co/f1KdZJv3Ia,en
PodCasting Now,"Podcast News, Info, & Fun from the editor of @RadioBizNow",Apple's iOS App Still Owns The Podcast Show https://t.co/6YopgYbcBE #podcasting,en
Aumi Angreny,A bear-less leftist libertarian,Fancy Bears finally realized being covert has no advantage | Russian Hackers Get Bolder in Anti-Doping Agency Attack https://t.co/GyvUmwyfA4,en
Noah Schubbe,,Where dat harambe emoji at tho?? @Apple,en
TheStreet,"TheStreet brings business and financial news, investing ideas and analysis. We want to help you make money #stockaction","Apple stock up on iPhone 7 preorders, CEO Cook hints at new product: https://t.co/fDUuLlyxnV $AAPL https://t.co/C8skFFAqYd",en
MSD Tech News,"The home of technology news, brought to you by @Anna_MSD, @MaX_MSD, @MaXSaxeDesign & @MSDTechBlog Twitter bot: @MSDHawk http://tech.news.maxsaxedesign.co.uk",Apple Watch Series 2 review: work it out https://t.co/DaKUkHeAps https://t.co/W9dozsaLwU,en
Kurt Jaenen,Howdy campers. News and stuff - Always follow back,Apple stirs #blockchain controversy with app store removals #news #tech #science https://t.co/XgavbOv9vG https://t.co/l52h9M22tE,en
Workout Exercises,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a gym fan, so I suggest you to try my free app, it's called MyTraining on Apple https://t.co/XWRFzd2TX6",en
heykee.,,i was bout to cancel Apple Music then i start listening to my playlist and decided to keep it lol,en
BengkelGadget Apple,"Apple Sales, Service & Parts - Balubur Town Square (Baltos) - L1 K15/16 - 089656000252 / 082217670707 pin 521E0AF1",Apple's iPhone 7 Chip Orders Are Higher Than Expected https://t.co/uC1b4lLWDM #bengkelgadget,en
Carolee Walker,"U.S. Department of State (by profession), runner, traveler, and optimist (by passion). Wellness writer. Views are my own and not those of the U.S. government.","RT @HuffingtonPost: Apple emoji finally acknowledge that women work out, too https://t.co/P5t9sj4BUF https://t.co/oUeTdp2z41",en
Fitness Life,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that you're a health fan, so I ask u to try my free app, it's called ""mytraining"" on Apple https://t.co/d1MqBn6j5Y",en
Fitness Runner,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a training fan, so I invite u to see my iOS app, it's called MyTraining on Apple https://t.co/QlwFXt8FkM",en
Joselyn Kroeze,The Truth about dating a man & how to capture his heart.  You have to follow your believe.,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/posHAQNwjO,en
RNBHits Radio,"Playing top R&B, Hip-Hop and Slow Jams - #ListenLive iOS https://t.co/dcjXanh3oQ & Android https://t.co/9NJp95Qdus #HitMusic
rnbhits@rnbhits.com",#SPOTLIGHT: Never Forget U [Violin Remix] By Don Destin Now On https://t.co/HltGEZwJQ3 @teamdestinddp @ddpmusicgroup https://t.co/kMrU7vdA8S,en
Meesh,Video Production & Studying Media Entrepreneurship #RipChinx #BODEINEBRAZY #YAMS #RipBankrollFresh [Tweets/Retweets not ours!],"RT CNET: When it comes to the Apple Watch, the second time's the charm. https://t.co/jZf5KVjvRL",en
Dr. Kerr-azy,"Teacher, coach & mentor trying to make it. I heart college FB & BB. I love the Aggies, Bob Stoops & #22 for KU. Can't wait 2 see all my kids succeed.",RT @ElsikHighSchool: Congrats to Ms. Sonia Fields - recipient of the Gold Apple award from Ms. Spencer #MightRams https://t.co/zSB6cu105O,en
eWEEK,"Enterprise tech news, reviews, and analysis since 1984.",Cisco &amp; Apple Partnership on Full Display in #iOS10 https://t.co/uMOF4Zxtqa https://t.co/2wSq4Pc1cP,en
H,2705|Soft heart in a cruel world.,RT @BIvvck: Apple accidentally leaked an iPhone 8 advertisement. https://t.co/tOHROI4GtV,en
Fitness Tips,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that u are a gym lover, so I invite u to test my new app, it's called ""my training"" on Apple https://t.co/zyyq0vTBl5",en
Assignment help,"AssignmentHelpNet official twitter account: news and updates from http://www.assignmenthelp.net
Get Assignment help, Homework help and online tutoring",5 Major EdTech Highlights From Apple Keynote 2016 https://t.co/RrF7jP6BsA #WIEE #txed #hybrEdTech #everyonecancode https://t.co/EPvSA0EqkP,en
Gym Buddy,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I checked that u are a training admirer, so I ask u to test my iOS app, it's called ""my training"" on Apple https://t.co/XtyV9cCwAF",en
Annie,"Hello, im Annie Add Paypal Money 100% Safe and FREE!. Check link below.",Get #paypal #money #free #loan #carloan #paypalwish #itunes2015 #apple #android #payments https://t.co/k2lEIcTdfm https://t.co/nykNz34peB,und
iPad Listings,Dedicated to delivering news & getting you the lowest priced iPads on the web - Listings updated with the lowest priced new iPads as soon as they are available!,Apple iPad 3 3rd 32GB Wi-Fi Tablet 9.7 inch GOOD CONDTION via eBay https://t.co/365VXZPN7f https://t.co/8YKptMobB9,en
discount white boy,aspiring pretender,"@_katiedecamp I need answers, @Apple",en
Nouyra.Suumhi,fashion sports twitter facebook,apple ipad keyboard dock https://t.co/NJCBAiVCWP https://t.co/ztHyN10Fix,en
kfir ttyyy,,"jobs-USA UK GERMANY&gt;https://t.co/lXfPYdZD1G 
#hitech #job #apple #QA #security #jobs #work #WAF
https://t.co/1H6wyKgBSi #job",en
B,perro que ladra no muerde,RT @lowkeyscum: Boy shut up before I pop the battery out of ya phone  https://t.co/YfQtExZZCu,en
IOS News,Top news in all things IOS and Apple! Founded by @RadicusGFX,Apple's iPhone 7 Chip Orders Are Higher Than Expected https://t.co/6qAtyflbd2,en
Translation Needed,Thousands of people online are discovering how doing simple translator jobs from home can be very profitable! See how they're making money by signing up now!,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/D7thb484hc,en
iPad Listings,Dedicated to delivering news & getting you the lowest priced iPads on the web - Listings updated with the lowest priced new iPads as soon as they are available!,Apple iPad 3 3rd 32GB Wi-Fi Tablet  9.7 inch NEAR MINT  via eBay https://t.co/WTY6wKWoNa https://t.co/mnd5UsIGiF,en
Windows8Fixer,,Apple just made a big hire that could mean it's serious about taking on cable - Business Insider https://t.co/Yly9wCaZFt,en
numberhorology,An insight analysis of your life via numerology and tweet about horoscope and Spirituality,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/RNOwmDrUeK,en
Bolaji.,Ye and Elon my only role models,Who will buy Twitter? We ranked all the possible buyers. https://t.co/2Ii65FCj6d via @Recode,en
Ordinary Ant.,"Mental growth should commence @ birth, & 'cease @ death... - Albert Einstein. #1ThirdofTheGentlemensGroup",@BigTeddy__ true dat. I'll wait for tha apple music release...,en
Keumme Zaalwo,"fashion,music sport,travel,shopping",Apple iPod touch 6th Generation Blue (32GB) (Latest Model)   (Lot 5242) https://t.co/iS19K78gUc https://t.co/PrP0xYxOQ9,en
Lacey,actually I know Morgan is full of shit,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
Mac App Store Top 20,http://j.mp/1mMfen3 Mac App Store Top 20 . United States China Korea United Kingdom France Australia Germany Japan  http://j.mp/YolpPN,Japan Paid 83. Battle Supremacy - Atypical Games  https://t.co/gP1MCli5wS  #mac  #apple  3614,en
Capture His Heart,"You can do anything as long as you don't stop believing. When it is meant to be, it will be. You just have to follow your heart and capture his.",Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/4jK9aaDwA3,en
App Creation,Discover How To Create An Iphone Or Ipad App & game And Hit Pay Dirt With It In The App Store,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/0CLRqnKx2T,en
Divine Promo Kings,Promotion & Advertising #Music #MusicIndustry #Science #Technology #Marketing  #EatWellBeWell #MusicPromotion #promotemusic no DM's (managed by @RobbieAMWalts),"""Phases"" ft. Nfvmous available now on Itunes https://t.co/Cd5Oowg9jW @battttthegrinch  #DPK.6.69",en
adila.,,RT @NathanZed: why did Apple think I needed this big ass old-people font https://t.co/cP5lNn5Kws,en
Workout Training,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a gym fan, so I invite you to test my iOS app, it's known as MyTraining on Apple https://t.co/2RcETHRw4c",en
Keumme Zaalwo,"fashion,music sport,travel,shopping",Apple iPod nano 7th Generation Gold (16 GB) (Latest Model) https://t.co/Xujj60Nvwb https://t.co/AArt1n39NC,en
steffanie murphy,when it comes to friends it's always quality over quantity,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
taylor,graphic designer | 03.11.15,RT @Manstagram_: The only Apple product that's loyal and lasts forever. https://t.co/PKfNnoW4uG,en
Fitness Tracker,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I checked that u are a gym lover, so I encourage u to test my new app, it's called ""mytraining"" on Apple https://t.co/56ETnCOBuU",en
Arijit Banerjee,,Fed jitters and oil pull Wall Street lower; Apple rallies https://t.co/sZDmjjW6Te $SPX,en
Worldy Culture,Speaking about the latest Australian news in national media and government,"Cisco, Apple Partnership on Display in iOS 10 https://t.co/H1sAbgks4z",en
Quick Money,Look at how easy to set and forget system that can make online money within the next 72 hours,#money Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/Q3pRSMJ8NP,en
Super CellPhones I,Super CellPhones Items - Deals and More - Search for any product and BuyCheap2Day!!,Apple iPhone 6 - 16GB - Space Gray (AT&amp;T) Smartphone https://t.co/LVljQRNWm6 https://t.co/jmB1u0vDox,en
SEO Insight,The largest SEO market in the world for all seller and buyer to meet #follower #SEO #affiliate #internetmarketing,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/UQaCvhvw9r,en
Dog Food Secret,Discover the secret of dog food.  We are the expert in dog food #dogfood,Apple iPhone 7 more expensive in UK - blame Brexit: Apple's upcoming https://t.co/bJRYTg0yew,en
Shevi Arnold,"Author of humorous fiction, fantasy and science fiction for kids, teens, and geeks of all ages. Let the meek inherit the earth. Geeks will inherit the stars!",Apple's mysterious car project may be hitting bumps in the road - Roadshow #CNet https://t.co/j05XVDL65B,en
ubes!,you can't trust humans but you can trust memes,RT @Powerful: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
TweetSplitter,TweetSplitter allows you to write long tweets and publish them all together. Just write it (as long as you want). We will tweet (and retweet) it for you!,More Apple AirPods competitors are coming     - CNET https://t.co/08MMjJU5nM,en
Justin Dean,,"Let's make an impact on what WE the gov't do, &amp; end letting the big $ influence politicians https://t.co/j42I24sSD1",en
Charlene,create.,APPLE DID SOME CONTOURING AND HIGHLIGHTING ON THE NEW EMOJIS WTF IT WAS BEAUTIFUL JUST THE WAY IT WAS #iOS10,en
(((Lindsay))),,@queenof_cool I'm a green apple shampoo girl myself but I know that feel,en
HOT DEALS,HOT DEALS FOR BABIES,"Daily Deals USA : Apple OEM Wall Charger &amp; 3 FT Lightning Cable for iPad Air, iPhone 7 - A1385 https://t.co/DcVjjZenD0 #5778",en
Workout Plans,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a gym lover, so I suggest u to see my iOS app, it's called MyTraining on apple store https://t.co/SjgHMBuT2V",en
Jason Ward,"Happily married to @MindyWard33, for 8 years. Proud @WKU alum, CIT Degree @CompTia Security+ and A+ @Cisco CCNA IT professional.",RT @JulioCyberSec: Apple Mac #virus can take screenshots and see everything you type https://t.co/cE8qc0T14N via @Sec_Cyber,en
Workout Easy,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a exercise admirer, so I suggest u to see my free app, it's called MyTraining on Apple https://t.co/xPazOfiioe",en
Super CellPhones I,Super CellPhones Items - Deals and More - Search for any product and BuyCheap2Day!!,Apple iPhone 6 ~  64GB GOLD ~~ Unlocked ~~~ great condition - one owner https://t.co/ENxUh6n8zK https://t.co/34Akv4hJio,en
Ruth Barbetta,Champion of Underdogs... Captivated by Truth... Blessed to be Blessed... A bit of a Wildflower...,Is Hillary Clinton's Collapse Explained In Email From Huma Abedin? - Investor's Business Daily https://t.co/PhOxwk6RYr,en
HOT DEALS,HOT DEALS FOR BABIES,Daily Deals USA : Apple iPad Leather Case Trifold Slim Smart Shell Cover Auto Wake/Sleep https://t.co/OKONpPslyi #5778,en
Anna Grace Guthery,Life is good.,RT @Manstagram_: The only Apple product that's loyal and lasts forever. https://t.co/PKfNnoW4uG,en
Lisa Coomer Queen,Southern Mom and Nana.  I love #giveaways and love to read and shop small.,Enter to Win an Apple iPad Mini Giveaway @giveawaybandit #giveaway https://t.co/zj0KGyc5lf,en
Jerome Elam,CEO Trafficking in America Task Force/Child Sex Trafficking Survivor/Marine Corps Veteran/Communities Digital News Columnist/Speaker/Advocate for child victims,"Children's intelligence is inherited from their mothers, study finds - The Australian Women's Weekly https://t.co/koOZhZzooQ",en
Luca de Ioanna,"Italian volleyball player, 3d graphics designer, analytic philosopher, cook. Lover of arts, photography, books and sports.",Online retailers begin preparing for Apple Pay on the Web rollout next week https://t.co/XB2UvvMRI6 https://t.co/s8REUhRwP6,en
